Date,Price_abev3,Price_bbdc3,Price_itub3,Price_itsa3,Price_wege3
2022-11-24,14.48,11.43,19.9,7.59,38.44
2022-11-25,14.24,11.28,19.49,7.63,37.8
2022-11-28,14.36,11.24,19.26,7.51,36.25
2022-11-29,14.23,11.42,19.35,7.5,36.46
2022-11-30,14.37,11.78,19.63,7.75,37.7
2022-12-01,14.52,11.49,19.62,7.5,37.04
2022-12-02,14.74,11.46,19.69,7.54,37.38
2022-12-05,14.46,11.16,19.33,7.43,36.35
2022-12-06,14.49,11.32,19.5,7.41,36.46
2022-12-07,14.44,11.26,19.53,7.46,36.02
2022-12-08,14.17,11.06,18.89,7.41,35.96
2022-12-09,14.0,10.98,18.75,7.34,35.87
2022-12-12,13.76,10.77,18.49,7.3,34.87
2022-12-13,13.79,10.46,17.92,7.18,34.6
2022-12-14,13.66,10.7,18.11,7.44,35.83
2022-12-15,13.54,10.57,18.25,7.34,35.85
2022-12-16,13.41,10.63,18.32,7.3,36.21
2022-12-19,13.75,10.84,18.6,7.45,36.91
2022-12-20,13.8,11.19,19.02,7.51,37.21
2022-12-21,13.64,11.26,19.19,7.53,37.18
2022-12-22,13.7,11.3,19.24,7.52,37.7
2022-12-23,13.89,11.45,19.5,7.57,37.27
2022-12-26,13.8,11.18,19.25,7.66,36.97
2022-12-27,13.8,11.25,19.08,7.48,36.8
2022-12-28,13.83,11.6,19.57,7.57,37.47
2022-12-29,13.8,11.54,19.53,7.53,37.28
2023-01-02,13.49,11.3,19.15,7.47,36.89
2023-01-03,13.47,10.77,18.79,7.38,35.97
2023-01-04,13.54,10.86,18.81,7.36,36.21
2023-01-05,13.58,11.22,19.36,7.52,36.29
2023-01-06,13.61,11.52,19.61,7.53,36.82
2023-01-09,13.68,11.54,19.66,7.59,36.71
2023-01-10,13.82,11.78,19.98,7.67,36.36
2023-01-11,13.58,11.91,20.48,7.67,37.37
2023-01-12,13.4,11.67,20.44,7.65,37.28
2023-01-13,13.19,11.71,20.21,7.63,37.73
2023-01-16,12.54,11.45,19.81,7.49,36.49
2023-01-17,13.17,11.53,20.22,7.6,37.09
2023-01-18,13.1,11.66,20.32,7.66,36.78
2023-01-19,12.96,11.71,20.22,7.7,36.7
2023-01-20,12.86,11.49,19.95,7.6,36.14
2023-01-23,12.75,11.12,19.48,7.55,36.18
2023-01-24,12.93,11.25,19.45,7.54,36.03
2023-01-25,13.03,11.27,19.57,7.48,37.49
2023-01-26,13.06,11.24,19.49,7.48,36.99
2023-01-27,12.97,11.01,19.0,7.44,36.7
2023-01-30,12.86,11.03,19.02,7.47,36.16
2023-01-31,12.98,11.28,19.24,7.43,37.02
2023-02-01,12.53,11.13,19.09,7.27,37.17
2023-02-02,12.46,11.2,19.13,7.28,36.83
2023-02-03,12.34,10.96,19.09,7.27,36.7
2023-02-06,12.37,10.98,19.25,7.24,36.37
2023-02-07,12.32,10.91,18.97,7.11,36.47
2023-02-08,12.53,11.3,20.21,7.59,36.46
2023-02-09,12.37,11.04,19.75,7.48,36.77
2023-02-10,12.22,10.37,19.63,7.33,37.37
2023-02-13,12.48,10.67,20.29,7.49,37.35
2023-02-14,12.35,10.65,20.05,7.56,37.14
2023-02-15,12.57,10.85,20.26,7.54,37.64
2023-02-16,12.43,10.93,20.4,7.58,37.55
2023-02-17,12.54,10.92,20.47,7.49,38.36
2023-02-22,12.55,10.75,20.04,7.43,37.39
2023-02-23,12.59,10.77,20.12,7.48,38.21
2023-02-24,12.66,10.55,19.57,7.23,37.84
2023-02-27,12.73,10.54,19.35,7.07,37.78
2023-02-28,12.72,10.41,19.41,7.13,38.13
2023-03-01,12.8,10.4,19.19,7.06,38.35
2023-03-02,12.48,10.23,18.73,6.9,38.13
2023-03-03,12.46,10.2,18.73,7.0,37.82
2023-03-06,12.83,10.5,18.87,7.07,38.39
2023-03-07,12.76,10.65,19.07,7.09,38.55
2023-03-08,12.94,10.93,19.32,7.17,39.11
2023-03-09,12.92,10.88,19.07,7.14,38.81
2023-03-10,12.84,10.59,18.63,7.07,38.5
2023-03-13,12.93,10.5,18.39,6.94,38.75
2023-03-14,13.26,10.43,18.34,6.96,39.2
2023-03-15,13.32,10.63,18.36,6.95,39.02
2023-03-16,13.55,10.79,18.41,7.02,39.24
2023-03-17,13.51,10.45,18.0,6.93,38.82
2023-03-20,13.42,10.41,17.99,6.85,38.71
2023-03-21,13.26,10.38,18.23,6.89,38.96
2023-03-22,13.26,10.3,18.17,6.92,38.53
2023-03-23,13.1,10.07,17.73,6.84,38.89
2023-03-24,13.2,10.21,18.0,6.96,39.5
2023-03-27,13.24,10.35,18.23,6.99,40.16
2023-03-28,13.87,10.3,18.35,7.01,40.34
2023-03-29,14.07,10.41,18.45,7.01,40.69
2023-03-30,14.08,10.69,18.99,7.07,40.82
2023-03-31,13.62,10.62,19.09,7.13,39.54
2023-04-03,13.62,10.38,18.51,7.05,38.6
2023-04-04,13.71,10.54,18.91,7.11,38.64
2023-04-05,13.68,10.55,18.87,7.08,37.78
2023-04-06,13.71,10.45,18.82,7.04,37.65
2023-04-10,13.74,10.51,18.98,7.06,37.43
2023-04-11,14.05,10.94,19.59,7.3,38.11
2023-04-12,14.03,11.01,19.79,7.43,38.75
2023-04-13,13.87,11.12,19.68,7.46,38.39
2023-04-14,13.92,11.13,19.96,7.51,37.79
2023-04-17,14.02,11.11,19.9,7.49,38.49
2023-04-18,13.9,11.06,19.9,7.46,38.29
2023-04-19,13.86,10.84,19.57,7.43,38.13
2023-04-20,13.87,10.97,19.6,7.38,39.25
2023-04-24,13.63,10.88,19.44,7.45,39.34
2023-04-25,13.58,11.05,19.61,7.44,39.53
2023-04-26,13.5,10.85,19.46,7.39,39.11
2023-04-27,13.46,11.0,19.8,7.49,39.34
2023-04-28,13.46,11.15,20.04,7.54,40.09
2023-05-02,13.55,10.86,19.33,7.32,39.8
2023-05-03,13.86,10.9,19.17,7.31,38.9
2023-05-04,13.9,11.15,19.25,7.41,38.32
2023-05-05,13.77,11.56,19.83,7.56,38.24
2023-05-06,14.54,12.82,22.0,8.83,39.29
2023-05-08,13.79,11.8,20.22,7.61,38.22
2023-05-09,13.78,11.92,20.42,7.67,38.87
2023-05-10,13.68,11.95,20.76,7.75,38.37
2023-05-11,13.78,12.03,20.93,7.82,38.34
2023-05-12,13.73,12.01,20.84,7.73,37.94
2023-05-15,13.89,12.16,20.9,7.76,38.65
2023-05-16,13.87,12.04,20.78,7.7,38.71
2023-05-17,13.84,12.16,20.92,7.82,38.48
2023-05-18,13.83,12.19,20.89,7.79,38.32
2023-05-19,13.86,12.33,20.64,7.77,39.13
2023-05-22,13.89,12.28,20.42,7.75,39.35
2023-05-23,13.87,12.36,20.47,7.76,39.22
2023-05-24,13.93,12.1,20.35,7.68,38.83
2023-05-25,14.01,12.3,20.93,7.8,38.07
2023-05-26,14.03,12.28,20.83,7.76,38.52
2023-05-29,14.03,12.28,20.65,7.75,37.91
2023-05-30,13.76,12.05,20.55,7.74,37.38
2023-05-31,13.69,11.93,20.31,7.63,36.67
2023-06-01,13.53,12.02,20.52,7.7,36.26
2023-06-02,13.74,12.35,20.8,7.9,36.73
2023-06-05,13.69,12.5,21.01,7.92,36.69
2023-06-06,14.08,12.76,21.07,7.92,37.25
2023-06-07,14.11,12.8,21.08,7.93,37.2
2023-06-09,14.39,13.08,21.51,8.06,36.86
2023-06-12,14.41,12.96,21.41,8.02,36.81
2023-06-13,14.51,12.98,21.47,8.11,36.42
2023-06-14,14.57,13.02,21.87,8.22,36.92
2023-06-15,14.44,13.08,22.22,8.37,36.9
2023-06-16,14.32,13.08,22.14,8.29,36.91
2023-06-19,14.36,13.35,22.64,8.49,36.73
2023-06-20,14.39,13.37,22.57,8.54,36.03
2023-06-21,14.52,13.47,22.75,8.59,35.54
2023-06-22,14.78,13.23,22.72,8.46,35.49
2023-06-23,14.72,13.19,22.69,8.49,35.69
2023-06-26,14.58,13.19,22.63,8.46,35.55
2023-06-27,14.62,13.21,22.47,8.41,35.65
2023-06-28,14.46,13.04,22.31,8.32,35.72
2023-06-29,14.46,13.2,22.48,8.49,35.98
2023-06-30,14.64,13.34,22.52,8.46,36.87
2023-07-03,14.64,13.51,22.85,8.59,36.81
2023-07-04,14.39,13.38,22.82,8.51,36.32
2023-07-05,14.45,13.4,22.97,8.61,36.62
2023-07-06,14.09,13.09,22.96,8.52,36.03
2023-07-07,14.11,13.22,23.25,8.58,36.13
2023-07-10,14.26,13.23,23.02,8.64,35.44
2023-07-11,13.9,13.11,22.74,8.43,35.11
2023-07-12,13.96,13.03,22.58,8.4,35.22
2023-07-13,14.03,13.3,22.75,8.56,35.22
2023-07-14,14.01,13.24,22.52,8.47,35.16
2023-07-17,14.08,13.4,22.83,8.56,34.47
2023-07-18,13.94,13.34,22.7,8.58,35.1
2023-07-19,13.9,13.31,22.52,8.53,37.02
2023-07-20,14.18,13.39,22.86,8.59,37.27
2023-07-21,14.54,13.77,23.08,8.67,37.98
2023-07-24,14.37,13.53,22.89,8.62,40.72
2023-07-25,14.28,13.46,22.9,8.78,39.7
2023-07-26,14.24,13.57,22.92,8.73,39.68
2023-07-27,13.97,13.27,22.63,8.63,39.55
2023-07-28,14.22,13.45,22.74,8.71,39.52
2023-07-31,14.12,13.54,22.75,8.65,39.13
2023-08-01,14.23,13.5,22.74,8.65,39.07
2023-08-02,14.3,13.53,22.78,8.72,39.24
2023-08-03,13.9,13.39,22.58,8.67,39.63
2023-08-04,13.98,12.76,22.4,8.59,40.04
2023-08-07,13.95,12.67,22.36,8.65,40.12
2023-08-08,13.78,12.63,22.15,8.54,39.86
2023-08-09,13.67,12.54,21.95,8.46,39.97
2023-08-10,13.66,12.67,21.94,8.4,39.45
2023-08-11,13.65,12.61,21.82,8.44,39.01
2023-08-14,13.62,12.6,21.62,8.44,38.53
2023-08-15,13.49,12.53,21.59,8.41,38.57
2023-08-16,13.48,12.34,21.48,8.42,36.87
2023-08-17,13.51,12.12,21.41,8.31,36.18
2023-08-18,13.65,12.22,21.54,8.28,35.54
2023-08-21,13.6,12.15,21.27,8.23,35.33
2023-08-22,13.7,12.23,21.64,8.31,35.75
2023-08-23,13.73,12.37,21.82,8.44,35.73
2023-08-24,13.49,12.13,21.52,8.39,35.27
2023-08-25,13.3,12.06,21.33,8.32,35.64
2023-08-28,13.5,12.3,21.82,8.43,35.9
2023-08-29,13.55,12.4,22.04,8.46,35.77
2023-08-30,13.48,12.23,21.7,8.34,35.58
2023-08-31,13.15,12.09,21.44,8.25,35.17
2023-09-01,13.18,12.06,21.53,8.34,35.24
2023-09-02,13.87,13.25,23.37,9.44,35.94
2023-09-04,13.17,12.01,21.52,8.26,35.42
2023-09-05,13.31,11.87,21.12,8.17,35.2
2023-09-06,13.29,11.7,20.99,8.04,34.85
2023-09-08,13.02,11.7,21.03,8.0,34.7
2023-09-09,13.71,12.8,22.85,9.11,35.45
2023-09-11,13.18,11.87,21.34,8.17,34.58
2023-09-12,13.03,11.99,21.49,8.23,34.95
2023-09-13,12.96,12.02,21.68,8.28,36.2
2023-09-14,12.86,12.07,21.68,8.29,35.37
2023-09-15,12.75,12.0,21.74,8.28,35.39
2023-09-18,12.72,12.02,21.76,8.29,35.08
2023-09-19,12.76,11.92,21.82,8.27,35.27
2023-09-20,12.8,11.94,22.02,8.33,35.08
2023-09-21,12.58,11.43,21.5,8.21,34.29
2023-09-22,12.47,11.44,21.3,8.1,33.91
2023-09-25,12.56,11.38,21.39,8.16,35.48
2023-09-26,12.39,11.22,21.12,8.04,35.43
2023-09-27,12.33,11.22,21.11,8.05,35.37
2023-09-28,12.34,11.46,21.43,8.08,35.73
2023-09-29,12.46,11.57,21.47,8.15,35.61
2023-10-02,12.44,11.39,21.27,8.04,35.5
2023-10-03,12.4,11.22,21.09,7.98,34.53
2023-10-04,12.55,11.54,21.46,8.03,34.52
2023-10-05,12.25,11.56,21.77,8.08,34.35
2023-10-06,12.53,11.57,21.99,8.12,34.17
2023-10-09,12.52,11.57,21.83,8.01,34.22
2023-10-10,12.59,11.66,21.91,8.14,34.66
2023-10-11,12.63,11.77,22.09,8.21,34.53
2023-10-13,12.34,11.6,22.02,8.12,33.91
2023-10-16,12.36,11.73,21.94,8.11,34.02
2023-10-17,12.16,11.6,21.71,7.93,33.66
2023-10-18,11.91,11.47,21.42,8.06,33.67
2023-10-19,11.9,11.54,21.58,8.0,33.33
2023-10-20,11.87,11.4,21.55,7.9,33.2
2023-10-23,11.86,11.41,21.47,7.95,33.29
2023-10-24,11.9,11.43,21.43,7.98,34.38
2023-10-25,11.82,11.36,21.38,7.94,30.9
2023-10-26,12.0,11.63,21.9,8.08,32.07
2023-10-27,11.68,11.43,21.64,7.92,31.06
2023-10-30,11.75,11.34,21.5,7.84,31.71
2023-10-31,12.22,11.25,21.17,7.86,32.41
2023-11-01,12.34,11.41,21.58,7.95,32.48
2023-11-03,12.63,11.96,22.07,8.18,32.92
2023-11-06,12.84,11.99,22.3,8.23,32.61
2023-11-07,12.9,12.24,22.89,8.37,32.11
2023-11-08,12.87,12.32,23.05,8.43,31.86
2023-11-09,12.74,12.36,23.14,8.44,31.82
2023-11-10,12.69,12.2,23.34,8.51,32.57
2023-11-13,12.76,12.02,23.36,8.55,32.13
2023-11-14,13.02,12.3,23.5,8.65,32.85
2023-11-16,12.99,12.64,23.84,8.94,32.87
2023-11-17,12.92,12.6,23.97,8.92,32.66
2023-11-20,12.92,12.59,24.06,8.96,32.87
2023-11-21,12.77,12.55,24.02,8.99,33.05
2023-11-22,12.9,12.78,24.24,8.9,33.48
2023-11-23,12.88,13.02,24.43,8.96,33.44
2023-11-24,12.72,13.1,24.4,8.88,33.11
2023-11-27,12.91,12.98,24.39,8.94,33.52
2023-11-28,12.97,13.05,24.47,9.01,33.75
2023-11-29,12.64,12.97,24.7,8.99,33.51
2023-11-30,13.01,13.09,24.95,9.25,33.57
2023-12-01,13.38,13.17,25.17,9.23,34.15
2023-12-04,13.36,13.21,25.27,9.28,34.13
2023-12-05,13.53,13.31,25.45,9.43,34.66
2023-12-06,13.3,13.14,25.05,9.18,34.75
2023-12-07,13.38,13.18,25.38,9.25,34.72
2023-12-08,13.6,13.32,25.63,9.31,34.02
2023-12-11,13.61,13.24,25.51,9.26,34.24
2023-12-12,13.52,13.27,25.53,9.21,34.4
2023-12-13,13.97,13.73,26.2,9.43,35.41
2023-12-14,13.78,14.05,26.48,9.62,35.64
2023-12-15,13.75,14.23,26.34,9.55,35.38
2023-12-18,13.83,14.29,26.54,9.6,35.46
2023-12-19,13.97,14.4,26.52,9.59,35.83
2023-12-20,13.74,14.2,26.34,9.55,35.58
2023-12-21,13.7,14.19,26.45,9.62,35.8
2023-12-22,13.71,14.4,26.66,9.72,35.92
2023-12-26,13.77,14.45,26.97,9.86,36.13
2023-12-27,13.84,14.56,27.12,9.97,36.25
2023-12-28,13.73,14.62,27.16,9.82,36.31
2024-01-02,13.71,14.45,26.85,9.7,35.98
2024-01-03,13.6,14.46,26.79,9.71,36.25
2024-01-04,13.65,14.27,26.32,9.57,35.77
2024-01-05,13.6,14.51,26.85,9.72,35.39
2024-01-08,13.71,14.46,26.71,9.68,35.48
2024-01-09,13.62,14.08,26.57,9.67,34.6
2024-01-10,13.76,13.84,26.67,9.64,34.75
2024-01-11,13.56,13.82,26.63,9.61,34.26
2024-01-12,13.59,13.7,26.68,9.64,34.11
2024-01-15,13.59,13.74,26.82,9.69,33.77
2024-01-16,13.35,13.52,26.45,9.59,33.07
2024-01-17,13.43,13.54,26.36,9.57,32.86
2024-01-18,13.34,13.39,26.21,9.52,32.6
2024-01-19,13.35,13.26,26.38,9.47,32.94
2024-01-22,13.36,13.2,26.11,9.45,32.84
2024-01-23,13.37,13.22,26.2,9.49,33.22
2024-01-24,13.2,13.15,26.19,9.4,32.93
2024-01-25,13.2,13.12,26.1,9.38,32.71
2024-01-26,13.2,13.17,26.4,9.43,32.63
2024-01-29,13.25,13.12,26.34,9.49,32.71
2024-01-30,13.04,13.06,26.12,9.4,32.46
2024-01-31,13.08,13.1,26.28,9.48,31.82
2024-02-01,13.07,13.16,26.44,9.5,32.1
2024-02-02,13.07,13.08,26.35,9.56,32.06
2024-02-05,13.09,13.34,26.68,9.6,32.72
2024-02-06,13.23,13.92,27.87,9.97,32.7
2024-02-07,13.0,12.11,27.6,9.92,33.09
2024-02-08,12.95,12.01,27.34,9.79,33.25
2024-02-09,12.95,11.89,27.67,9.91,32.83
2024-02-14,12.92,11.74,27.57,9.86,32.99
2024-02-15,12.85,11.72,27.86,9.89,32.67
2024-02-16,12.76,11.78,28.03,9.91,32.86
2024-02-19,12.81,11.8,28.24,9.96,32.95
2024-02-20,12.85,12.07,29.08,10.36,33.72
2024-02-21,12.9,11.99,29.02,10.19,36.04
2024-02-22,12.96,11.96,29.03,10.29,34.9
2024-02-23,12.89,11.94,29.02,10.07,35.4
2024-02-26,13.04,11.9,28.99,10.09,36.28
2024-02-27,13.31,12.01,29.36,10.3,36.67
2024-02-28,13.45,11.96,29.51,10.32,36.62
2024-02-29,12.58,11.8,28.69,10.03,36.4
2024-03-01,12.44,11.89,28.88,10.14,36.99
2024-03-04,12.48,11.71,28.68,10.09,36.85
2024-03-05,12.75,11.83,28.64,10.09,37.13
2024-03-06,12.69,11.76,29.0,10.17,36.84
2024-03-07,12.65,11.7,28.74,10.16,36.61
2024-03-08,12.84,11.73,28.94,10.23,36.63
2024-03-11,12.8,11.82,28.88,10.21,36.87
2024-03-12,12.84,11.98,28.93,10.29,37.31
2024-03-13,12.75,12.1,29.15,10.45,37.72
2024-03-14,12.8,12.1,29.22,10.5,37.49
2024-03-15,12.63,12.03,29.03,10.51,37.7
2024-03-18,12.63,12.18,29.1,10.5,37.7
2024-03-19,12.54,12.13,29.1,10.45,38.45
2024-03-20,12.54,12.37,29.24,10.47,38.52
2024-03-21,12.61,12.25,29.06,10.34,39.12
2024-03-22,12.41,12.02,28.72,10.25,39.42
2024-03-23,12.41,12.52,29.1,10.36,39.71
2024-03-25,12.23,11.97,28.7,10.1,38.79
2024-03-26,12.41,12.13,29.23,10.17,38.53
2024-03-27,12.45,12.3,29.45,10.28,38.3
2024-03-28,12.49,12.23,29.56,10.31,37.95
2024-04-01,12.33,12.07,28.63,10.14,37.74
2024-04-02,12.27,12.15,28.58,10.1,37.92
2024-04-03,12.45,12.42,28.45,10.07,37.64
2024-04-04,12.47,12.45,28.15,9.97,37.85
2024-04-05,12.23,12.4,28.18,9.86,37.74
2024-04-08,12.17,12.46,28.45,9.96,37.95
2024-04-09,12.36,12.6,28.69,10.03,38.55
2024-04-10,12.1,12.32,28.11,9.88,38.15
2024-04-11,12.2,12.25,28.01,9.85,37.99
2024-04-12,12.12,12.07,27.86,9.81,37.73
2024-04-15,12.07,11.95,27.43,9.55,37.4
2024-04-16,11.94,11.83,27.15,9.5,38.52
2024-04-17,11.91,11.79,27.17,9.44,37.97
2024-04-18,11.96,11.69,27.21,9.43,38.35
2024-04-19,11.95,11.61,27.1,9.46,38.3
2024-04-22,11.95,11.57,27.09,9.39,38.02
2024-04-23,11.86,11.6,27.45,9.47,37.74
2024-04-24,12.04,11.57,27.4,9.5,37.98
2024-04-25,12.02,11.55,27.26,9.4,38.42
2024-04-26,12.01,11.73,27.72,9.53,38.97
2024-04-29,12.1,11.91,27.46,9.54,39.1
2024-04-30,12.15,11.89,26.99,9.46,39.29
2024-05-02,12.33,11.91,27.4,9.56,38.6
2024-05-03,12.37,12.03,27.67,9.69,38.52
2024-05-06,12.45,11.86,27.74,9.74,38.38
2024-05-07,12.6,11.9,28.29,9.81,38.65
2024-05-08,12.17,11.82,28.47,9.92,38.84
2024-05-09,12.05,11.52,27.57,9.8,38.65
2024-05-10,12.04,11.51,27.89,9.91,38.72
2024-05-13,12.06,11.48,28.09,9.95,38.83
2024-05-14,12.16,11.55,28.53,10.11,39.35
2024-05-15,12.31,11.49,28.38,10.11,39.36
2024-05-16,12.38,11.49,28.3,10.18,39.34
2024-05-17,12.38,11.57,28.36,10.14,39.38
2024-05-20,12.1,11.55,28.21,10.11,39.59
2024-05-21,12.02,11.55,28.06,10.1,39.5
2024-05-22,11.97,11.31,27.63,10.0,39.03
2024-05-23,11.96,11.21,27.36,9.97,38.78
2024-05-24,11.87,11.22,27.13,9.84,38.09
2024-05-25,,11.65,27.38,10.07,
2024-05-27,11.81,11.22,27.11,9.86,38.1
2024-05-28,11.59,11.19,27.04,9.83,37.98
2024-05-29,11.52,11.07,26.9,9.79,37.49
2024-05-31,11.56,11.03,26.64,9.67,37.31
2024-06-03,11.55,11.04,26.9,9.65,37.1
2024-06-04,11.69,11.07,27.08,9.74,37.55
2024-06-05,11.57,10.99,26.95,9.74,37.3
2024-06-06,11.82,11.16,27.38,9.81,37.56
2024-06-07,11.56,11.07,27.01,9.63,37.6
2024-06-10,11.46,11.08,26.85,9.51,37.56
2024-06-11,11.4,11.13,27.12,9.67,37.55
2024-06-12,11.27,10.91,27.04,9.59,37.82
2024-06-13,11.09,10.88,26.86,9.55,38.17
2024-06-14,11.24,10.97,26.85,9.51,38.52
2024-06-17,11.24,11.01,27.44,9.55,38.52
2024-06-18,11.25,10.93,27.39,9.61,38.61
2024-06-19,11.2,10.99,27.51,9.64,39.55
2024-06-20,11.28,11.02,27.49,9.68,40.52
2024-06-21,11.28,11.09,28.05,9.68,40.81
2024-06-24,11.32,11.18,28.2,9.84,40.6
2024-06-25,11.38,11.12,28.13,9.87,41.3
2024-06-26,11.45,11.1,27.91,9.82,41.68
2024-06-27,11.46,11.12,28.04,9.81,41.43
2024-06-28,11.41,11.14,28.04,9.82,41.92
2024-07-01,11.45,11.06,27.84,9.73,41.76
2024-07-02,11.46,11.1,28.0,9.82,41.82
2024-07-03,11.38,11.18,28.29,9.91,41.9
2024-07-04,11.45,11.21,28.47,9.98,41.68
2024-07-05,11.32,11.29,28.25,9.92,41.98
2024-07-08,11.25,11.31,28.33,9.83,44.25
2024-07-09,11.25,11.32,28.52,9.91,44.33
2024-07-10,11.4,11.52,28.56,10.06,43.83
2024-07-11,11.53,11.56,28.79,10.12,44.73
2024-07-12,11.64,11.53,28.65,10.17,45.65
2024-07-15,11.64,11.47,28.7,10.19,46.28
2024-07-16,11.7,11.55,28.86,10.19,46.45
2024-07-17,11.82,11.69,29.27,10.31,46.81
2024-07-18,11.67,11.47,29.07,10.23,47.16
2024-07-19,11.73,11.43,29.33,10.32,47.05
2024-07-22,11.81,11.51,29.31,10.38,46.93
2024-07-23,11.78,11.36,29.21,10.29,46.81
2024-07-24,11.79,11.34,29.27,10.21,46.42
2024-07-25,11.85,11.2,29.1,10.17,45.72
2024-07-26,11.88,11.3,29.3,10.22,46.68
2024-07-29,11.82,11.3,29.51,10.28,46.25
2024-07-30,11.64,11.21,29.43,10.3,45.63
2024-07-31,11.58,11.2,29.09,10.16,50.41
2024-08-01,11.74,11.32,28.59,9.89,52.58
2024-08-02,11.87,11.32,28.37,9.84,49.57
2024-08-05,11.85,12.25,28.23,9.82,48.8
2024-08-06,12.01,12.67,28.88,9.97,48.91
2024-08-07,12.51,12.64,29.03,10.04,48.26
2024-08-08,12.36,12.76,29.07,10.08,49.63
2024-08-09,12.45,13.01,29.62,10.29,49.64
2024-08-12,12.39,13.14,29.8,10.41,50.52
2024-08-13,12.57,13.29,30.56,10.61,51.07
2024-08-14,12.56,13.37,31.29,10.8,51.48
2024-08-15,13.03,13.54,31.79,10.94,52.63
2024-08-16,13.01,13.32,31.63,10.92,53.18
2024-08-19,13.01,14.07,31.95,11.06,51.73
2024-08-20,12.94,14.04,32.27,11.06,53.04
2024-08-21,12.94,14.02,32.11,11.0,53.36
2024-08-22,13.0,14.01,31.76,10.9,54.13
2024-08-23,13.08,14.18,31.59,10.94,53.74
2024-08-26,13.08,14.11,31.57,10.96,54.01
2024-08-27,13.03,13.97,31.5,10.92,53.93
2024-08-28,12.95,14.15,32.24,11.14,53.93
2024-08-29,12.86,14.08,32.16,11.0,53.47
2024-08-30,12.86,14.12,31.79,10.9,54.08
2024-09-02,12.87,14.0,31.67,10.91,52.28
2024-09-03,12.8,14.21,32.19,11.07,52.73
2024-09-04,12.99,14.29,32.44,11.27,53.32
2024-09-05,12.97,14.38,32.65,11.16,53.92
2024-09-06,12.99,14.17,32.37,11.18,52.81
2024-09-09,13.11,14.21,32.44,11.19,52.38
2024-09-10,13.24,14.25,32.5,11.24,52.82
2024-09-11,13.04,14.03,32.43,11.21,53.43
2024-09-12,12.91,13.94,32.33,11.21,53.24
2024-09-13,12.73,13.95,32.34,11.17,53.55
2024-09-16,12.86,13.88,32.41,11.17,52.93
2024-09-17,12.96,13.78,32.1,11.15,53.25
2024-09-18,12.98,13.62,31.99,11.09,53.29
2024-09-19,12.95,13.48,31.76,11.16,53.19
2024-09-20,12.76,13.25,31.26,10.91,52.45
2024-09-23,12.75,12.93,31.21,10.82,54.25
2024-09-24,12.76,12.87,31.12,10.84,55.32
2024-09-25,12.68,12.71,31.41,10.96,55.61
2024-09-26,12.84,12.96,31.85,11.13,55.98
2024-09-27,12.92,13.04,31.89,11.15,55.96
2024-09-30,13.08,12.89,31.41,11.08,54.39
2024-10-01,13.6,12.96,30.89,10.85,55.88
2024-10-02,13.72,13.38,31.09,10.9,55.35
2024-10-03,13.4,13.25,30.4,10.55,54.6
2024-10-04,13.28,13.29,30.46,10.63,54.5
